AccSpeciesName,Leaf area,Leaf carbon (C) content per leaf dry mass,Leaf nitrogen (N) content per leaf dry mass,Plant height vegetative.cm,Root carbon (C) content per root dry mass,Root nitrogen (N) content per root dry mass,Seed dry mass,Specific leaf area,Leaf thickness,Root rooting depth,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Root diameter,"Fine root length per fine root dry mass (specific fine root length, SRL)",Coarse root nitrogen (N) content per coarse root dry mass,Fine root carbon (C) content per fine root dry mass,Fine root nitrogen (N) content per fine root dry mass
Potentilla reptans,2176.5,414.5742644,24.6133503,0.274083333,NA,NA,0.282122222,23.567332,NA,NA,0.240411,NA,1029.85364,NA,NA,NA
Primula glutinosa,NA,NA,NA,NA,NA,NA,NA,13.58757528,NA,NA,NA,NA,NA,NA,NA,NA
Primula veris,4080.666667,NA,NA,0.206597778,NA,NA,0.867926667,23.12304233,0.12976,NA,0.214666667,NA,NA,NA,NA,NA
Prosopis glandulosa,NA,NA,29.56111,NA,NA,NA,69.6675,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prosopis torquata,NA,NA,NA,NA,NA,NA,NA,19.17539258,0.204188333,NA,NA,NA,NA,NA,NA,NA
Prunella vulgaris,675.3333333,NA,16.811555,0.250255556,NA,5.87871,0.904925132,22.91466839,0.149,0.254,0.161865448,NA,NA,NA,NA,NA
Prunus avium,NA,461.9,19.905,21.58,NA,NA,250.4632583,17.85468368,0.144,NA,NA,NA,NA,NA,NA,NA
Prunus serotina,2543.644611,468.9835455,23.82666526,16.68757143,NA,NA,110.8304801,18.67550715,0.147803736,0.9144,0.321963135,NA,NA,NA,NA,NA
Pteridium aquilinum,NA,NA,21.68333333,1.99667,NA,NA,0.001,16.98656271,0.263333333,0.254,0.298,NA,NA,NA,NA,NA
Ptilotus obovatus,54.7722,NA,NA,0.566666667,NA,NA,3.394,7.440821539,NA,NA,NA,NA,NA,NA,NA,NA
Ptilotus polystachyus,333,NA,NA,1,NA,NA,1.612333333,9.6,NA,NA,NA,NA,NA,NA,NA,NA
Purshia tridentata,NA,NA,21.4,1.8288,NA,NA,24.5891058,NA,NA,0.508,NA,NA,NA,NA,NA,NA
Quercus ellipsoidalis,4403.966623,473.5097778,24.88184444,21,NA,NA,1704.66,18.07068773,0.124,NA,NA,NA,NA,NA,NA,NA
Quercus garryana,NA,NA,NA,20.501,NA,NA,4688.979915,NA,NA,1.0668,NA,NA,NA,NA,NA,NA
Quercus incana,NA,NA,17.5,3.3,NA,NA,1000,9.928415767,NA,NA,NA,NA,NA,NA,NA,NA
Quercus laevis,NA,NA,17.5,8.284,NA,NA,1148.63787,9.0256783,NA,0.762,NA,NA,NA,NA,NA,NA
Quercus macrocarpa,5925.548238,468.339381,22.33361905,19.05,NA,NA,6109.482448,17.62680085,0.125235632,0.7112,NA,NA,NA,NA,NA,NA
Quercus marilandica,NA,NA,13.786,13.429,NA,NA,646.9979296,NA,NA,0.6096,NA,NA,NA,NA,NA,NA
Quercus robur,3039.738,478.419374,24.42945338,28.99780993,NA,6.81818,3026.534722,15.01987684,0.146849383,NA,0.334603739,NA,827.217233,NA,NA,NA
Quercus rubra,5084.883333,NA,21.26275285,20.46877333,NA,NA,2738.773722,17.85543564,0.139456833,0.9144,0.382550594,NA,NA,NA,NA,NA
Ranunculus acris,439.0756322,431.3919054,24.40250649,0.455420833,NA,11.25,1.544898462,22.35741937,0.299166667,NA,0.213686451,NA,NA,NA,NA,NA
Ranunculus occidentalis,NA,NA,NA,NA,NA,NA,2.501,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranunculus repens,2549.466667,NA,23.05293867,0.369253333,NA,NA,5.149056315,29.1838443,0.235833333,0.1524,0.182175833,NA,NA,NA,NA,NA
Ranunculus victoriensis,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raphanus sativus,10251.69,NA,NA,0.715,NA,NA,15.43005882,34.60857143,NA,NA,0.117916667,NA,NA,NA,NA,NA
Ratibida columnifera,NA,NA,NA,0.94488,NA,NA,0.558143216,NA,NA,0.3556,NA,NA,NA,NA,NA,NA
Rhinanthus minor,246.6666667,415.6329366,34.3558401,0.395833333,NA,NA,2.453437925,18.84206584,0.29275,NA,0.162315964,NA,NA,NA,NA,NA
Rhus copallinum,NA,NA,NA,1.523547826,NA,NA,8.58066287,15.20265619,NA,0.3556,NA,NA,NA,NA,NA,NA
Robinia hispida,NA,NA,NA,NA,NA,NA,17.86333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romulea rosea,NA,NA,NA,NA,NA,NA,3.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rosa acicularis,NA,NA,10.65,0.762,NA,NA,12.54153986,NA,NA,0.1524,NA,NA,NA,NA,NA,NA
Rosa arkansana,2052.76675,433.2345,17.3145,0.314166667,NA,NA,14.9,17.98307476,NA,NA,NA,NA,NA,NA,NA,NA
Rubia peregrina,303,417,13.1,0.25275,NA,NA,24.96151667,14.4517037,NA,NA,0.228473333,NA,NA,NA,NA,NA
Rubus trivialis,NA,NA,NA,NA,NA,NA,2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubus ursinus,1793,NA,20.1,1.5048,NA,NA,1.785302715,28.919,NA,0.3556,NA,NA,NA,NA,NA,NA
Rudbeckia hirta,NA,NA,28.33854,0.48345,NA,NA,0.263770653,19.67108394,0.24,0.254,0.211065384,NA,NA,NA,NA,NA
Ruellia humilis,NA,NA,NA,0.502906667,NA,NA,3.750411836,12.07550636,NA,0.1016,0.518555292,NA,NA,NA,NA,NA
Rumex acetosa,1342.4365,452.33,40.4730773,0.63555,NA,NA,0.7405375,25.84234182,0.3155,NA,0.103332727,NA,NA,NA,NA,NA
Rumex acetosella,312.3011333,433.05,34.93757406,0.173251786,NA,18.76112,0.585597813,26.0517312,0.342666667,NA,0.128587636,NA,NA,NA,NA,NA
Rumex crispus,6290,439.7947272,28.64619072,0.846916667,NA,3.807,1.773211842,28.96982449,NA,NA,0.136728815,NA,1056.194309,NA,NA,NA
Rumex hastatulus,NA,NA,NA,NA,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rytidosperma caespitosum,310.75005,NA,NA,0.55,NA,NA,NA,5.683135408,NA,NA,NA,NA,NA,NA,NA,NA
Rytidosperma nudiflorum,NA,NA,NA,NA,NA,NA,1.275,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salix herbacea,140.4742179,540.3332123,23.22611667,0.034166667,NA,10.25,0.291333333,16.45337359,0.18925,NA,NA,NA,NA,NA,NA,NA
Salix repens,138.6528571,NA,17.00382579,0.812,NA,NA,0.044,12.90991206,NA,NA,0.390733,NA,NA,NA,NA,NA
Salvia pratensis,6575.938,NA,19.3,0.520833333,NA,NA,2.13107037,24.4875,NA,NA,0.171,NA,NA,NA,NA,NA
Salvia verbenaca,13333,NA,NA,0.508333333,NA,NA,2.044,11.94,NA,NA,NA,NA,NA,NA,NA,NA
Sanguisorba minor,3124.25,458,19.82857143,0.340136667,NA,NA,6.194200572,17.81475981,0.14875,0.3048,0.330051111,NA,NA,NA,NA,NA
Sanicula crassicaulis,NA,NA,NA,NA,NA,NA,5.836,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sassafras albidum,NA,NA,NA,14.37586667,NA,NA,82.70240338,17.85959559,0.142530308,0.4572,NA,NA,NA,NA,NA,NA
Scabiosa columbaria,5293.333333,NA,21.2,0.594444444,NA,NA,1.867481481,19.16302632,NA,NA,0.171333333,NA,NA,NA,NA,NA
Schismus arabicus,NA,NA,NA,NA,NA,4.05,0.0675,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schismus barbatus,67,NA,NA,0.25,NA,NA,0.040333333,18.21,NA,NA,NA,NA,NA,NA,NA,NA
Schizachyrium scoparium,456.2209586,444.8279,11.35103139,0.726385185,432.1,7.8,1.385477078,22.36209662,0.09,0.3048,0.389647039,0.2,NA,NA,NA,NA
Scleria triglomerata,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sclerolaena diacantha,13.64983333,NA,NA,0.354166667,NA,NA,4.128833333,4.445479003,NA,NA,NA,NA,NA,NA,NA,NA
Sclerolaena eriacantha,16.1843,NA,NA,0.2,NA,NA,16.18,7.535749722,NA,NA,NA,NA,NA,NA,NA,NA
Sclerolaena obliquicuspis,6.90916,NA,NA,0.344,NA,NA,0.35,5.154593376,NA,NA,NA,NA,NA,NA,NA,NA
Scorzoneroides autumnalis,185.5803226,430.6309329,19.34660756,0.310966667,NA,NA,0.742329167,21.52466367,NA,NA,0.159158935,NA,NA,NA,NA,NA
Scorzoneroides helvetica,NA,NA,NA,NA,NA,NA,1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
Secale sylvestre,NA,NA,NA,NA,NA,NA,10.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sedum lanceolatum,NA,NA,NA,NA,NA,NA,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sedum stenopetalum,NA,NA,NA,NA,NA,NA,0.01575,NA,NA,NA,NA,NA,NA,NA,NA,NA
Senecio deltoideus,NA,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
Senecio leucanthemifolius,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Senecio madagascariensis,NA,NA,NA,NA,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA
Senecio miser,NA,NA,NA,NA,NA,NA,NA,NA,0.24,NA,NA,NA,NA,NA,NA,NA
Senna bauhinioides,NA,NA,NA,NA,NA,NA,4.475,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sericocarpus asteroides,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Setaria leucopila,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
Setaria nigrirostris,NA,451.6,12.8,NA,459.9,3.5,NA,NA,0.14,NA,NA,0.3,NA,NA,NA,NA
Setaria pampeana,NA,NA,24.7,NA,NA,NA,NA,19.52,NA,NA,NA,NA,NA,NA,NA,NA
Setaria parviflora,NA,NA,NA,0.316785714,NA,NA,0.981,9.88492,0.0969,NA,NA,NA,NA,NA,NA,NA
Setaria sphacelata,NA,NA,10.0375,NA,NA,NA,0.7025,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sida intricata,31.5056,NA,NA,0.15,NA,NA,NA,9.605365854,NA,NA,NA,NA,NA,NA,NA,NA
Silene nutans,1277,436.82,35.742,0.454166667,NA,NA,0.361283766,19.43385725,NA,NA,0.168,NA,NA,NA,NA,NA
Silene otites,179.4916667,NA,NA,0.445833333,NA,NA,0.22777381,12.96333333,NA,NA,0.226626667,NA,NA,NA,NA,NA
Sisyrinchium bellum,NA,NA,NA,NA,NA,NA,2.077875,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sisyrinchium montanum,NA,NA,NA,0.225,NA,NA,0.839,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sisyrinchium platense,NA,NA,NA,NA,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solanum aethiopicum,NA,NA,NA,NA,NA,NA,2.675,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solanum elaeagnifolium,NA,NA,NA,NA,NA,NA,5.35,11.75,0.620651667,NA,NA,NA,NA,NA,NA,NA
Solanum ellipticum,941.8584333,NA,NA,0.333333333,NA,NA,1.04,5.402244049,NA,NA,NA,NA,NA,NA,NA,NA
Soldanella pusilla,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solenogyne dominii,NA,NA,NA,NA,NA,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solidago canadensis,929,463.1921311,15.13338959,1.30146,NA,NA,0.084391667,17.75668436,0.12,0.3048,0.265092678,NA,NA,NA,NA,NA
Solidago missouriensis,887.7354722,468.1775,13.3335,0.9144,NA,NA,0.278324477,10.60804205,NA,0.2032,NA,NA,NA,NA,NA,NA
Solidago nemoralis,609.8159571,439.494,15.47778333,0.5078,NA,NA,0.27687915,13.95394921,0.1825,0.3048,0.325770939,NA,NA,NA,NA,NA
Solidago rigida,NA,NA,11.83477126,1.264426667,NA,NA,0.604064051,11.95689468,NA,0.3048,0.257875376,NA,NA,NA,NA,NA
Solidago speciosa,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solidago virgaurea,1424.25,464.9131127,28.29400969,0.509,NA,NA,0.52959881,25.12385635,0.165,NA,0.210089685,NA,NA,NA,NA,NA
Sonchus arvensis,12192,NA,NA,1.1875,NA,NA,0.594027778,21,0.17,NA,0.109333333,NA,NA,NA,NA,NA
Sonchus asper,5417.333333,NA,NA,0.5875,NA,NA,0.27749537,24.97389591,NA,NA,0.123666667,NA,NA,NA,NA,NA
Sonchus oleraceus,6105.75,NA,34.9,1.1328125,NA,NA,0.28766,39.67950467,0.2215,NA,0.1185,NA,NA,NA,NA,NA
Sorbus aucuparia,572.8690983,475.0343337,22.42468397,12.84846655,NA,NA,21.800509,18.97387301,0.1578,0.7112,0.31626252,NA,544.9818182,NA,474.4272624,10.49866006
Sorghastrum nutans,1446.080286,447.6611321,11.00766508,1.072796923,NA,NA,1.885784785,20.65078024,NA,0.6096,0.385913023,NA,NA,NA,NA,NA
Sorghum halepense,NA,NA,22.2,1.3834,NA,NA,3.613103736,17.98889051,NA,0.254,NA,NA,NA,NA,NA,NA
Spermacoce natalensis,NA,NA,NA,NA,NA,NA,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphaeralcea coccinea,NA,NA,NA,0.4572,NA,NA,2.301932367,NA,NA,0.1524,NA,NA,NA,NA,NA,NA
Sphenopholis obtusata,NA,NA,NA,0.97536,NA,NA,0.814830918,NA,NA,0.1016,NA,NA,NA,NA,NA,NA
Sporobolus compositus,NA,NA,NA,NA,NA,NA,0.745,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sporobolus cryptandrus,954.8,449.66,12.97358435,0.9144,NA,NA,0.0988,23.90754717,0.115,0.4572,NA,NA,NA,NA,NA,NA
Sporobolus flexuosus,NA,NA,NA,0.9144,NA,NA,0.117126002,NA,NA,0.254,NA,NA,NA,NA,NA,NA
Stellaria graminea,76.33333333,446.36,29.426,0.460386667,NA,NA,0.291668333,29.05086069,NA,NA,0.140166111,NA,NA,NA,NA,NA
Stenaria nigricans,NA,NA,NA,0.2,NA,NA,0.1525,15.01261282,NA,NA,0.695929033,NA,NA,NA,NA,NA
Stenotaphrum secundatum,NA,NA,NA,0.27432,NA,NA,NA,NA,NA,0.3048,NA,NA,NA,NA,NA,NA
Stipa comata,NA,463.2,20.1,0.9144,458.1,15.9,3.847425955,16.95,0.155833333,0.4064,NA,0.2,NA,NA,NA,NA
Stipa pennata,NA,NA,13.2,NA,NA,NA,32.17388889,16.05136437,NA,NA,NA,NA,NA,NA,NA,NA
Stipa spartea,1200.542117,459.3430385,14.01546154,0.83222906,NA,18,12.99977456,8.74965934,NA,0.254,0.416652263,NA,NA,NA,NA,NA
Symphoricarpos albus,2302.825,NA,14.05,1.538133333,NA,NA,6.955958626,19.90333333,NA,0.4572,0.358885,NA,NA,NA,NA,NA
Symphyotrichum ericoides,NA,NA,NA,NA,NA,NA,0.113666667,20.14194711,NA,NA,0.273989029,NA,NA,NA,NA,NA
Symphyotrichum laeve,NA,NA,NA,0.976666667,NA,NA,0.306,14.28815235,NA,NA,0.220232393,NA,NA,NA,NA,NA
Symphyotrichum lanceolatum,NA,NA,NA,1.8288,NA,NA,0.36499931,NA,NA,0.2032,NA,NA,NA,NA,NA,NA
Symphyotrichum novae-angliae,NA,NA,NA,1.022302632,NA,NA,0.483555556,23.88988777,NA,NA,0.22427072,NA,NA,NA,NA,NA
Symphyotrichum novi-belgii,1459.666667,NA,NA,1.367933333,NA,NA,0.517666149,19.6,NA,0.254,0.210333333,NA,NA,NA,NA,NA
Symphyotrichum oolentangiense,1593.716617,420.2786667,16.02907407,NA,NA,NA,0.17,14.68950044,NA,NA,0.243617151,NA,NA,NA,NA,NA
Symphyotrichum pilosum,NA,NA,NA,0.861666667,NA,NA,NA,18.27837298,NA,NA,0.215249227,NA,NA,NA,NA,NA
Tagetes minuta,NA,NA,44.5,0.7,NA,NA,0.975,13.875,0.250833333,NA,NA,NA,NA,NA,NA,NA
Taraxacum alpinum,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taraxacum campylodes,1499.574667,409.7013602,28.3472693,0.288036415,NA,10.73618,0.646134654,30.05916441,0.214083333,0.1524,0.143880875,NA,NA,NA,NA,NA
Teucrium capitatum,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teucrium chamaedrys,136.03,NA,NA,0.190683889,NA,NA,1.3875,14.12995424,0.26446,NA,0.302288889,NA,NA,NA,NA,NA
Teucrium montanum,45.01666667,NA,NA,0.275,NA,NA,0.58,18.07333333,NA,NA,0.264423333,NA,NA,NA,NA,NA
Thalictrum venulosum,NA,NA,NA,NA,NA,NA,3.08,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thelesperma filifolium,NA,NA,NA,NA,NA,NA,2.21,NA,NA,NA,NA,NA,NA,NA,NA,NA
Themeda triandra,700,431,13.22821429,1.5,356.425,4.35,2.781333333,9.2635,0.10125,NA,NA,0.2625,NA,NA,NA,NA
Thesium humifusum,NA,NA,NA,0.19375,NA,NA,2.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thlaspi arvense,1214.333333,NA,NA,0.423333333,NA,NA,1.098168571,24.42761317,0.18,NA,0.165666667,NA,NA,NA,NA,NA
Thymus serpyllum,10.34,456.26,19.815,0.08775,NA,NA,0.199844444,12.59845839,NA,NA,0.250506667,NA,NA,NA,NA,NA
Thymus vulgaris,NA,NA,11.4,0.35,NA,NA,0.754385417,14.66027328,0.379,NA,0.3318,NA,NA,NA,NA,NA
Thysanotus patersonii,NA,NA,NA,NA,NA,NA,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
Torilis arvensis,988.93,NA,NA,0.725,NA,NA,1.4025,27.94666667,NA,NA,0.19672,NA,NA,NA,NA,NA
Trachymene glaucifolia,NA,NA,NA,NA,NA,NA,5.4525,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tradescantia occidentalis,575.1852222,404.63,19.58333333,0.3445,NA,NA,3.155,15.39121988,NA,NA,NA,NA,NA,NA,NA,NA
Tragopogon dubius,318.07,NA,NA,0.646891667,NA,NA,10.16498706,23.15644185,NA,0.1524,0.202166667,NA,NA,NA,NA,NA
Tragopogon pratensis,1507.5,NA,NA,0.575,NA,NA,5.710336364,22.41578318,NA,NA,0.187391952,NA,NA,NA,NA,NA
Trichophorum cespitosum,NA,NA,15.3,0.4,NA,NA,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tridens flavus,NA,NA,NA,0.660992,NA,NA,0.831431345,12.5091284,NA,0.254,0.466690175,NA,NA,NA,NA,NA
Trifolium dubium,135.5,NA,33.31451177,0.305,NA,NA,0.38150625,28.42172609,NA,NA,0.1995,NA,NA,NA,NA,NA
Trifolium macrocephalum,NA,NA,NA,0.6096,NA,NA,5.044661836,NA,NA,0.1524,NA,NA,NA,NA,NA,NA
Trifolium montanum,1624.066667,458.54,34.121,0.306666667,NA,NA,0.77515625,18.67023642,NA,NA,0.259298333,NA,NA,NA,NA,NA
Trifolium pratense,525.75,479.3119978,40.4444317,0.389308642,NA,21.07704,1.63706038,27.55091965,0.13925,0.3048,0.255988849,NA,NA,NA,NA,NA
Trifolium repens,450.8333333,440.9383209,43.78354086,0.236251111,NA,21.66035,0.695858417,26.94650771,0.153063333,0.3048,0.193546251,NA,NA,NA,NA,NA
Triodia basedowii,NA,NA,NA,NA,NA,NA,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tripleurospermum inodorum,251.188,NA,NA,0.6,NA,NA,0.345375,22.90687782,0.27,NA,0.145666667,NA,NA,NA,NA,NA
Trisetum flavescens,385,440.2900246,27.09907954,0.532263158,NA,NA,0.31865,22.11711414,0.177777778,NA,0.280320712,NA,NA,NA,NA,NA
Trisetum spicatum,NA,NA,NA,0.32706,NA,NA,0.31305314,NA,NA,0.3048,NA,NA,NA,NA,NA,NA
Tristachya leucothrix,NA,453.0666667,9.6,NA,447.3666667,4.466666667,NA,NA,0.15,NA,NA,0.366666667,NA,NA,NA,NA
Tropidocarpum gracile,NA,NA,NA,NA,NA,NA,0.210833333,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ulex parviflorus,NA,NA,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaccinium myrtillus,119.6643643,508.2852444,18.74819405,0.386262821,NA,5.5077,5.987683333,20.04821764,0.139976852,NA,0.352248318,NA,NA,NA,504.0025913,10.62024842
Vaccinium uliginosum,142.5595688,523.6567872,19.4998079,0.470266667,NA,4.2,11.2084,13.90672208,0.235,0.2274,0.37473542,NA,NA,NA,501.4448297,9.325417857
Valeriana samolifolia,NA,NA,NA,NA,NA,NA,0.5155,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valerianella locusta,152,NA,NA,0.1925,NA,NA,1.483879365,31.7,NA,NA,0.103,NA,NA,NA,NA,NA
Ventenata dubia,NA,NA,NA,0.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verbena halei,NA,NA,NA,NA,NA,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verbena stricta,NA,NA,10.6,0.9975,NA,NA,1.0335,13.78250342,NA,NA,0.27554036,NA,NA,NA,NA,NA
Veronica arvensis,151.6666667,NA,NA,0.187777778,NA,NA,0.114440625,21.00097059,NA,NA,0.135444444,NA,NA,NA,NA,NA
Veronica chamaedrys,355.5,465.44,25.804,0.234,NA,NA,0.20452,28.10742313,0.16675,NA,0.264392857,NA,NA,NA,NA,NA
Veronica serpyllifolia,188,NA,NA,0.195833333,NA,NA,0.054004,22.86188407,NA,NA,0.175,NA,NA,NA,NA,NA
Vicia americana,89.20925926,NA,35.46973684,0.4205,NA,26.83157895,15.66466818,30.23664949,NA,0.254,0.192455185,NA,NA,NA,NA,NA
Vicia articulata,438.34,NA,NA,0.253333333,NA,NA,39.52566667,25.51,NA,NA,0.163503333,NA,NA,NA,NA,NA
Vicia cracca,971.5,477.0167024,41.79727454,0.879038889,NA,24.42381,14.64883285,26.81365133,NA,0.3048,0.270853086,NA,NA,NA,NA,NA
Vicia hirsuta,305.3333333,NA,43.2098,0.4375,NA,28.02801,5.848192857,22.05714286,NA,NA,0.240333333,NA,NA,NA,NA,NA
Vicia sativa,1286,NA,NA,0.7509,NA,NA,26.49725535,26.61714286,NA,0.3048,0.2175,NA,NA,NA,NA,NA
Vicia sepium,1242,NA,46.0056,0.683333333,NA,27.307,20.392355,38.73428571,NA,NA,0.186,NA,NA,NA,NA,NA
Vigna vexillata,NA,NA,NA,NA,NA,NA,16.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viola adunca,NA,NA,15.95,NA,NA,NA,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viola arcuata,NA,NA,NA,0.2,NA,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viola betonicifolia,NA,NA,NA,NA,NA,NA,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vitis vulpina,NA,NA,NA,22.6492,NA,NA,27.60654052,8.20827,NA,0.4064,NA,NA,NA,NA,NA,NA
Vittadinia eremaea,NA,NA,NA,NA,NA,NA,1.0195,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vulpia bromoides,40.66666667,NA,NA,0.2225,NA,NA,0.452866667,20.86,NA,NA,0.262333333,NA,NA,NA,NA,NA
Vulpia myuros,40,NA,NA,0.435733333,NA,NA,0.538677134,22.38333333,NA,0.3048,0.272,NA,NA,NA,NA,NA
Vulpia octoflora,NA,NA,NA,NA,NA,NA,0.31275,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wahlenbergia gracilenta,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wahlenbergia stricta,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wurmbea dioica,NA,NA,NA,NA,NA,NA,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wyethia amplexicaulis,NA,NA,NA,0.762,NA,NA,15.46914073,NA,NA,0.4064,NA,NA,NA,NA,NA,NA
Zinnia grandiflora,NA,NA,NA,NA,NA,NA,2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zizia aptera,7062.5045,463.8145,16.074,NA,NA,NA,1.7475,40.37573969,NA,NA,NA,NA,NA,NA,NA,NA